"Plot","430","585","946","1267","1356","1495","1662.5","1812","2031.5","Weeds","Stand","X"
"YC18:1303",0.06368,0.26656,0.67196,0.47522,0.67537,0.65234,0.71048,0.75609,0.6384,"No",18,NA
"YC18:1304",0.064402,0.20047,0.58681,0.79861,0.81488,0.80745,0.78125,0.81156,0.77896,"No",20,NA
"YC18:1305",0.057417,0.18778,0.57562,0.76331,0.72755,0.76593,0.80764,0.83068,0.83205,"No",26,NA
"YC18:1306",0.077378,0.15126,0.50949,0.66106,0.72665,0.75615,0.74169,0.787,0.74231,"No",19,NA
"YC18:1307",0.13059,0.26038,0.64382,0.64044,0.65322,0.65964,0.68972,0.69691,0.66616,"No",24,NA
"YC18:1314",0.03208,0.1516,0.55141,0.70038,0.66691,0.77564,0.80406,0.80308,0.77744,"No",22,NA
"YC18:1315",0.091218,0.25748,0.65188,0.67594,0.6896,0.75201,0.77404,0.78713,0.81103,"No",21,NA
"YC18:1316",0.033581,0.13972,0.52512,0.575,0.52593,0.62284,0.59351,0.63945,0.65611,"No",16,NA
"YC18:1320",0.090792,0.22377,0.50297,0.60164,0.68906,0.74437,0.74308,0.78776,0.70986,"No",20,NA
"YC18:1321",0.087397,0.25998,0.63149,0.75324,0.83881,0.82996,0.85344,0.84711,0.83459,"No",23,NA
"YC18:1322",0.10935,0.20917,0.58879,0.71301,0.7232,0.75058,0.79707,0.80229,0.76317,"No",26,NA
"YC18:1323",0.080279,0.21518,0.59749,0.68224,0.69979,0.74685,0.74311,0.76509,0.67582,"No",25,NA
"YC18:1324",0.04054,0.14859,0.56945,0.61921,0.68167,0.73485,0.73022,0.75316,0.74139,"No",15,NA
"YC18:1325",0.052169,0.1746,0.54127,0.55634,0.55676,0.70796,0.69241,0.69647,0.54987,"No",15,NA
"YC18:1326",0.048139,0.21201,0.6097,0.72025,0.70811,0.75828,0.76241,0.82521,0.7625,"No",15,NA
"YC18:1327",0.052925,0.14855,0.53184,0.63107,0.67699,0.71646,0.75605,0.71165,0.77416,"No",15,NA
"YC18:1330",0.048991,0.13849,0.4719,0.5138,0.60081,0.61018,0.67697,0.68585,0.58109,"No",15,NA
"YC18:1332",0.077274,0.19429,0.70032,0.63204,0.67356,0.70862,0.75024,0.75486,0.73275,"No",15,NA
"YC18:1333",0.058331,0.17443,0.63929,0.5844,0.6201,0.69186,0.67736,0.81428,0.55267,"No",15,NA
"YC18:1334",0.041024,0.13597,0.64885,0.76826,0.81728,0.87115,0.82396,0.86799,0.7823,"No",15,NA
"YC18:1335",0.10199,0.229,0.85068,0.74612,0.73393,0.77738,0.79379,0.81299,0.70665,"No",15,NA
"YC18:1336",0.069821,0.2083,0.77061,0.63098,0.62901,0.63162,0.6326,0.65366,0.64495,"No",15,NA
"YC18:1337",0.080307,0.29507,0.85046,0.66648,0.71771,0.75407,0.77184,0.76673,0.7572,"No",15,NA
"YC18:1338",0.079628,0.27711,0.84654,0.67271,0.7422,0.78255,0.7944,0.7946,0.71568,"No",15,NA
"YC18:1339",0.044604,0.17438,0.68171,0.75773,0.80086,0.82909,0.81874,0.83685,0.83841,"No",15,NA
"YC18:1340",0.11864,0.33515,0.69556,0.70158,0.70674,0.69785,0.69177,0.75912,0.5821,"No",15,NA
"YC18:1341",0.080241,0.24453,0.63038,0.56897,0.55858,0.62094,0.59867,0.69325,0.53868,"No",15,NA
"YC18:1342",0.047257,0.17274,0.60946,0.60626,0.70189,0.69508,0.7342,0.76934,0.74152,"No",15,NA
"YC18:1343",0.029632,0.14436,0.51427,0.65277,0.71539,0.75169,0.79227,0.76825,0.69114,"No",15,NA
"YC18:1345",0.059335,0.17506,0.50212,0.61937,0.64853,0.65942,0.72178,0.73769,0.64569,"No",15,NA
"YC18:1347",0.029849,0.13767,0.49247,0.5731,0.68757,0.72347,0.69139,0.74334,0.58576,"No",15,NA
"YC18:1348",0.019076,0.1524,0.52792,0.59117,0.6465,0.698,0.69368,0.7611,0.63254,"No",15,NA
"YC18:1349",0.079373,0.22292,0.5444,0.66478,0.67732,0.74416,0.74342,0.77307,0.70722,"No",15,NA
